PacketsInQueue,Time(ms),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
30,1.374,150,5,160,1,1.5
30,1.375,150,5,160,1,1.5
30,1.376,150,5,160,1,1.5
30,1.377,150,5,160,1,1.5
30,1.378,150,5,160,1,1.5
30,1.379,150,5,160,1,1.5
30,1.38,150,5,160,1,1.5
30,1.381,150,5,160,1,1.5
27,1.382,150,5,160,1,1.5
34,1.383,150,5,160,1,1.5
34,1.384,150,5,160,1,1.5
34,1.385,150,5,160,1,1.5
34,1.386,150,5,160,1,1.5
34,1.387,150,5,160,1,1.5
52,1.388,150,5,160,1,1.5
52,1.389,150,5,160,1,1.5
52,1.39,150,5,160,1,1.5
52,1.391,150,5,160,1,1.5
52,1.392,150,5,160,1,1.5
52,1.393,150,5,160,1,1.5
52,1.394,150,5,160,1,1.5
52,1.395,150,5,160,1,1.5
52,1.396,150,5,160,1,1.5
52,1.397,150,5,160,1,1.5
52,1.398,150,5,160,1,1.5
52,1.399,150,5,160,1,1.5
52,1.4,150,5,160,1,1.5
52,1.401,150,5,160,1,1.5
52,1.402,150,5,160,1,1.5
52,1.403,150,5,160,1,1.5
52,1.404,150,5,160,1,1.5
48,1.405,150,5,160,1,1.5
48,1.406,150,5,160,1,1.5
48,1.407,150,5,160,1,1.5
48,1.408,150,5,160,1,1.5
48,1.409,150,5,160,1,1.5
48,1.41,150,5,160,1,1.5
18,1.411,150,5,160,1,1.5
42,1.412,150,5,160,1,1.5
42,1.413,150,5,160,1,1.5
42,1.414,150,5,160,1,1.5
42,1.415,150,5,160,1,1.5
42,1.416,150,5,160,1,1.5
42,1.417,150,5,160,1,1.5
42,1.418,150,5,160,1,1.5
42,1.419,150,5,160,1,1.5
42,1.42,150,5,160,1,1.5
42,1.421,150,5,160,1,1.5
42,1.422,150,5,160,1,1.5
42,1.423,150,5,160,1,1.5
42,1.424,150,5,160,1,1.5
42,1.425,150,5,160,1,1.5
42,1.426,150,5,160,1,1.5
42,1.427,150,5,160,1,1.5
38,1.428,150,5,160,1,1.5
38,1.429,150,5,160,1,1.5
38,1.43,150,5,160,1,1.5
38,1.431,150,5,160,1,1.5
38,1.432,150,5,160,1,1.5
38,1.433,150,5,160,1,1.5
38,1.434,150,5,160,1,1.5
38,1.435,150,5,160,1,1.5
38,1.436,150,5,160,1,1.5
38,1.437,150,5,160,1,1.5
38,1.438,150,5,160,1,1.5
38,1.439,150,5,160,1,1.5
38,1.44,150,5,160,1,1.5
38,1.441,150,5,160,1,1.5
38,1.442,150,5,160,1,1.5
38,1.443,150,5,160,1,1.5
38,1.444,150,5,160,1,1.5
34,1.445,150,5,160,1,1.5
34,1.446,150,5,160,1,1.5
34,1.447,150,5,160,1,1.5
34,1.448,150,5,160,1,1.5
34,1.449,150,5,160,1,1.5
34,1.45,150,5,160,1,1.5
34,1.451,150,5,160,1,1.5
34,1.452,150,5,160,1,1.5
34,1.453,150,5,160,1,1.5
34,1.454,150,5,160,1,1.5
34,1.455,150,5,160,1,1.5
34,1.456,150,5,160,1,1.5
34,1.457,150,5,160,1,1.5
34,1.458,150,5,160,1,1.5
34,1.459,150,5,160,1,1.5
34,1.46,150,5,160,1,1.5
34,1.461,150,5,160,1,1.5
28,1.462,150,5,160,1,1.5
30,1.463,150,5,160,1,1.5
31,1.464,150,5,160,1,1.5
31,1.465,150,5,160,1,1.5
31,1.466,150,5,160,1,1.5
30,1.467,150,5,160,1,1.5
30,1.468,150,5,160,1,1.5
30,1.469,150,5,160,1,1.5
30,1.47,150,5,160,1,1.5
30,1.471,150,5,160,1,1.5
30,1.472,150,5,160,1,1.5
30,1.473,150,5,160,1,1.5
30,1.474,150,5,160,1,1.5
30,1.475,150,5,160,1,1.5
30,1.476,150,5,160,1,1.5
30,1.477,150,5,160,1,1.5
30,1.478,150,5,160,1,1.5
30,1.479,150,5,160,1,1.5
30,1.48,150,5,160,1,1.5
30,1.481,150,5,160,1,1.5
30,1.482,150,5,160,1,1.5
30,1.483,150,5,160,1,1.5
34,1.484,150,5,160,1,1.5
34,1.485,150,5,160,1,1.5
34,1.486,150,5,160,1,1.5
34,1.487,150,5,160,1,1.5
34,1.488,150,5,160,1,1.5
34,1.489,150,5,160,1,1.5
34,1.49,150,5,160,1,1.5
34,1.491,150,5,160,1,1.5
34,1.492,150,5,160,1,1.5
34,1.493,150,5,160,1,1.5
34,1.494,150,5,160,1,1.5
34,1.495,150,5,160,1,1.5
34,1.496,150,5,160,1,1.5
34,1.497,150,5,160,1,1.5
34,1.498,150,5,160,1,1.5
34,1.499,150,5,160,1,1.5
30,1.5,150,5,160,1,1.5
