MCS,CtlrRate,Mean_Goodput(Mbps),Distance(m),SimulationTime(s),Seed
7,ErpOfdmRate54Mbps,0,95,20,9
7,ErpOfdmRate54Mbps,0,100,20,9
8,ErpOfdmRate54Mbps,171.496,0,20,9
8,ErpOfdmRate54Mbps,171.495,5,20,9
8,ErpOfdmRate54Mbps,171.493,10,20,9
8,ErpOfdmRate54Mbps,171.49,15,20,9
8,ErpOfdmRate54Mbps,171.487,20,20,9
8,ErpOfdmRate54Mbps,171.486,25,20,9
8,ErpOfdmRate54Mbps,168.742,30,20,9
8,ErpOfdmRate54Mbps,0.0147328,35,20,9
8,ErpOfdmRate54Mbps,0.0147328,40,20,9
8,ErpOfdmRate54Mbps,0.0147328,45,20,9
8,ErpOfdmRate54Mbps,0.0147328,50,20,9
8,ErpOfdmRate54Mbps,0.0147328,55,20,9
8,ErpOfdmRate54Mbps,0.0147328,60,20,9
8,ErpOfdmRate54Mbps,0.0147328,65,20,9
8,ErpOfdmRate54Mbps,0.0147328,70,20,9
8,ErpOfdmRate54Mbps,0.0147328,75,20,9
8,ErpOfdmRate54Mbps,0.0147328,80,20,9
8,ErpOfdmRate54Mbps,0.0147328,85,20,9
8,ErpOfdmRate54Mbps,0,90,20,9
8,ErpOfdmRate54Mbps,0,95,20,9
8,ErpOfdmRate54Mbps,0,100,20,9
9,ErpOfdmRate54Mbps,188.414,0,20,9
9,ErpOfdmRate54Mbps,188.411,5,20,9
9,ErpOfdmRate54Mbps,188.408,10,20,9
9,ErpOfdmRate54Mbps,188.406,15,20,9
9,ErpOfdmRate54Mbps,188.404,20,20,9
9,ErpOfdmRate54Mbps,188.32,25,20,9
9,ErpOfdmRate54Mbps,124.375,30,20,9
9,ErpOfdmRate54Mbps,0.0147328,35,20,9
9,ErpOfdmRate54Mbps,0.0147328,40,20,9
9,ErpOfdmRate54Mbps,0.0147328,45,20,9
9,ErpOfdmRate54Mbps,0.0147328,50,20,9
9,ErpOfdmRate54Mbps,0.0147328,55,20,9
9,ErpOfdmRate54Mbps,0.0147328,60,20,9
9,ErpOfdmRate54Mbps,0.0147328,65,20,9
9,ErpOfdmRate54Mbps,0.0147328,70,20,9
9,ErpOfdmRate54Mbps,0.0147328,75,20,9
9,ErpOfdmRate54Mbps,0.0147328,80,20,9
9,ErpOfdmRate54Mbps,0.0147328,85,20,9
9,ErpOfdmRate54Mbps,0,90,20,9
9,ErpOfdmRate54Mbps,0,95,20,9
9,ErpOfdmRate54Mbps,0,100,20,9
10,ErpOfdmRate54Mbps,210.315,0,20,9
10,ErpOfdmRate54Mbps,210.313,5,20,9
10,ErpOfdmRate54Mbps,210.309,10,20,9
10,ErpOfdmRate54Mbps,208.373,15,20,9
10,ErpOfdmRate54Mbps,0.0147328,20,20,9
10,ErpOfdmRate54Mbps,0.0147328,25,20,9
10,ErpOfdmRate54Mbps,0.0147328,30,20,9
10,ErpOfdmRate54Mbps,0.0147328,35,20,9
10,ErpOfdmRate54Mbps,0.0147328,40,20,9
10,ErpOfdmRate54Mbps,0.0147328,45,20,9
10,ErpOfdmRate54Mbps,0.0147328,50,20,9
10,ErpOfdmRate54Mbps,0.0147328,55,20,9
10,ErpOfdmRate54Mbps,0.0147328,60,20,9
10,ErpOfdmRate54Mbps,0.0147328,65,20,9
10,ErpOfdmRate54Mbps,0.0147328,70,20,9
10,ErpOfdmRate54Mbps,0.0147328,75,20,9
10,ErpOfdmRate54Mbps,0.0147328,80,20,9
10,ErpOfdmRate54Mbps,0.0147328,85,20,9
10,ErpOfdmRate54Mbps,0,90,20,9
10,ErpOfdmRate54Mbps,0,95,20,9
10,ErpOfdmRate54Mbps,0,100,20,9
11,ErpOfdmRate54Mbps,230.015,0,20,9
11,ErpOfdmRate54Mbps,230.007,5,20,9
11,ErpOfdmRate54Mbps,230.005,10,20,9
11,ErpOfdmRate54Mbps,28.368,15,20,9
11,ErpOfdmRate54Mbps,0.0147328,20,20,9
11,ErpOfdmRate54Mbps,0.0147328,25,20,9
11,ErpOfdmRate54Mbps,0.0147328,30,20,9
11,ErpOfdmRate54Mbps,0.0147328,35,20,9
11,ErpOfdmRate54Mbps,0.0147328,40,20,9
11,ErpOfdmRate54Mbps,0.0147328,45,20,9
11,ErpOfdmRate54Mbps,0.0147328,50,20,9
11,ErpOfdmRate54Mbps,0.0147328,55,20,9
11,ErpOfdmRate54Mbps,0.0147328,60,20,9
11,ErpOfdmRate54Mbps,0.0147328,65,20,9
11,ErpOfdmRate54Mbps,0.0147328,70,20,9
11,ErpOfdmRate54Mbps,0.0147328,75,20,9
11,ErpOfdmRate54Mbps,0.0147328,80,20,9
11,ErpOfdmRate54Mbps,0.0147328,85,20,9
11,ErpOfdmRate54Mbps,0,90,20,9
11,ErpOfdmRate54Mbps,0,95,20,9
11,ErpOfdmRate54Mbps,0,100,20,9
