MCS,CtlrRate,Mean_Goodput(Mbps),Distance(m),SimulationTime(s),Seed
5,OfdmRate48Mbps,409.44,15,20,8
5,OfdmRate48Mbps,0.0183815,20,20,8
5,OfdmRate48Mbps,0.0183815,25,20,8
5,OfdmRate48Mbps,0.0183815,30,20,8
5,OfdmRate48Mbps,0.0183815,35,20,8
5,OfdmRate48Mbps,0.0183815,40,20,8
5,OfdmRate48Mbps,0.0183815,45,20,8
5,OfdmRate48Mbps,0.0183815,50,20,8
5,OfdmRate48Mbps,0,55,20,8
5,OfdmRate48Mbps,0,60,20,8
5,OfdmRate48Mbps,0,65,20,8
5,OfdmRate48Mbps,0,70,20,8
5,OfdmRate48Mbps,0,75,20,8
5,OfdmRate48Mbps,0,80,20,8
5,OfdmRate48Mbps,0,85,20,8
5,OfdmRate48Mbps,0,90,20,8
5,OfdmRate48Mbps,0,95,20,8
5,OfdmRate48Mbps,0,100,20,8
6,OfdmRate54Mbps,451.994,0,20,8
6,OfdmRate54Mbps,451.994,5,20,8
6,OfdmRate54Mbps,451.994,10,20,8
6,OfdmRate54Mbps,451.794,15,20,8
6,OfdmRate54Mbps,0.0183815,20,20,8
6,OfdmRate54Mbps,0.0183815,25,20,8
6,OfdmRate54Mbps,0.0183815,30,20,8
6,OfdmRate54Mbps,0.0183815,35,20,8
6,OfdmRate54Mbps,0.0183815,40,20,8
6,OfdmRate54Mbps,0.0183815,45,20,8
6,OfdmRate54Mbps,0.0183815,50,20,8
6,OfdmRate54Mbps,0,55,20,8
6,OfdmRate54Mbps,0,60,20,8
6,OfdmRate54Mbps,0,65,20,8
6,OfdmRate54Mbps,0,70,20,8
6,OfdmRate54Mbps,0,75,20,8
6,OfdmRate54Mbps,0,80,20,8
6,OfdmRate54Mbps,0,85,20,8
6,OfdmRate54Mbps,0,90,20,8
6,OfdmRate54Mbps,0,95,20,8
6,OfdmRate54Mbps,0,100,20,8
7,OfdmRate54Mbps,490.14,0,20,8
7,OfdmRate54Mbps,490.14,5,20,8
7,OfdmRate54Mbps,490.14,10,20,8
7,OfdmRate54Mbps,490.079,15,20,8
7,OfdmRate54Mbps,0.0183815,20,20,8
7,OfdmRate54Mbps,0.0183815,25,20,8
7,OfdmRate54Mbps,0.0183815,30,20,8
7,OfdmRate54Mbps,0.0183815,35,20,8
7,OfdmRate54Mbps,0.0183815,40,20,8
7,OfdmRate54Mbps,0.0183815,45,20,8
7,OfdmRate54Mbps,0.0183815,50,20,8
7,OfdmRate54Mbps,0,55,20,8
7,OfdmRate54Mbps,0,60,20,8
7,OfdmRate54Mbps,0,65,20,8
7,OfdmRate54Mbps,0,70,20,8
7,OfdmRate54Mbps,0,75,20,8
7,OfdmRate54Mbps,0,80,20,8
7,OfdmRate54Mbps,0,85,20,8
7,OfdmRate54Mbps,0,90,20,8
7,OfdmRate54Mbps,0,95,20,8
7,OfdmRate54Mbps,0,100,20,8
8,OfdmRate54Mbps,552.272,0,20,8
8,OfdmRate54Mbps,552.272,5,20,8
8,OfdmRate54Mbps,552.272,10,20,8
8,OfdmRate54Mbps,0.0183815,15,20,8
8,OfdmRate54Mbps,0.0183815,20,20,8
8,OfdmRate54Mbps,0.0183815,25,20,8
8,OfdmRate54Mbps,0.0183815,30,20,8
8,OfdmRate54Mbps,0.0183815,35,20,8
8,OfdmRate54Mbps,0.0183815,40,20,8
8,OfdmRate54Mbps,0.0183815,45,20,8
8,OfdmRate54Mbps,0.0183815,50,20,8
8,OfdmRate54Mbps,0,55,20,8
8,OfdmRate54Mbps,0,60,20,8
8,OfdmRate54Mbps,0,65,20,8
8,OfdmRate54Mbps,0,70,20,8
8,OfdmRate54Mbps,0,75,20,8
8,OfdmRate54Mbps,0,80,20,8
8,OfdmRate54Mbps,0,85,20,8
8,OfdmRate54Mbps,0,90,20,8
8,OfdmRate54Mbps,0,95,20,8
8,OfdmRate54Mbps,0,100,20,8
9,OfdmRate54Mbps,599.783,0,20,8
9,OfdmRate54Mbps,599.783,5,20,8
9,OfdmRate54Mbps,599.783,10,20,8
9,OfdmRate54Mbps,0.0183815,15,20,8
9,OfdmRate54Mbps,0.0183815,20,20,8
9,OfdmRate54Mbps,0.0183815,25,20,8
9,OfdmRate54Mbps,0.0183815,30,20,8
9,OfdmRate54Mbps,0.0183815,35,20,8
9,OfdmRate54Mbps,0.0183815,40,20,8
9,OfdmRate54Mbps,0.0183815,45,20,8
9,OfdmRate54Mbps,0.0183815,50,20,8
9,OfdmRate54Mbps,0,55,20,8
9,OfdmRate54Mbps,0,60,20,8
9,OfdmRate54Mbps,0,65,20,8
9,OfdmRate54Mbps,0,70,20,8
9,OfdmRate54Mbps,0,75,20,8
9,OfdmRate54Mbps,0,80,20,8
9,OfdmRate54Mbps,0,85,20,8
9,OfdmRate54Mbps,0,90,20,8
9,OfdmRate54Mbps,0,95,20,8
9,OfdmRate54Mbps,0,100,20,8
10,OfdmRate54Mbps,644.108,0,20,8
10,OfdmRate54Mbps,644.108,5,20,8
10,OfdmRate54Mbps,0.0183815,10,20,8
10,OfdmRate54Mbps,0.0183815,15,20,8
10,OfdmRate54Mbps,0.0183815,20,20,8
10,OfdmRate54Mbps,0.0183815,25,20,8
10,OfdmRate54Mbps,0.0183815,30,20,8
10,OfdmRate54Mbps,0.0183815,35,20,8
10,OfdmRate54Mbps,0.0183815,40,20,8
10,OfdmRate54Mbps,0.0183815,45,20,8
10,OfdmRate54Mbps,0.0183815,50,20,8
10,OfdmRate54Mbps,0,55,20,8
10,OfdmRate54Mbps,0,60,20,8
10,OfdmRate54Mbps,0,65,20,8
10,OfdmRate54Mbps,0,70,20,8
10,OfdmRate54Mbps,0,75,20,8
10,OfdmRate54Mbps,0,80,20,8
10,OfdmRate54Mbps,0,85,20,8
10,OfdmRate54Mbps,0,90,20,8
10,OfdmRate54Mbps,0,95,20,8
10,OfdmRate54Mbps,0,100,20,8
11,OfdmRate54Mbps,695.509,0,20,8
11,OfdmRate54Mbps,695.509,5,20,8
11,OfdmRate54Mbps,0.0183815,10,20,8
11,OfdmRate54Mbps,0.0183815,15,20,8
11,OfdmRate54Mbps,0.0183815,20,20,8
11,OfdmRate54Mbps,0.0183815,25,20,8
11,OfdmRate54Mbps,0.0183815,30,20,8
11,OfdmRate54Mbps,0.0183815,35,20,8
11,OfdmRate54Mbps,0.0183815,40,20,8
11,OfdmRate54Mbps,0.0183815,45,20,8
11,OfdmRate54Mbps,0.0183815,50,20,8
11,OfdmRate54Mbps,0,55,20,8
11,OfdmRate54Mbps,0,60,20,8
11,OfdmRate54Mbps,0,65,20,8
11,OfdmRate54Mbps,0,70,20,8
11,OfdmRate54Mbps,0,75,20,8
11,OfdmRate54Mbps,0,80,20,8
11,OfdmRate54Mbps,0,85,20,8
11,OfdmRate54Mbps,0,90,20,8
11,OfdmRate54Mbps,0,95,20,8
11,OfdmRate54Mbps,0,100,20,8
12,OfdmRate54Mbps,724.422,0,20,8
12,OfdmRate54Mbps,0.0183815,5,20,8
12,OfdmRate54Mbps,0.0183815,10,20,8
12,OfdmRate54Mbps,0.0183815,15,20,8
12,OfdmRate54Mbps,0.0183815,20,20,8
12,OfdmRate54Mbps,0.0183815,25,20,8
12,OfdmRate54Mbps,0.0183815,30,20,8
12,OfdmRate54Mbps,0.0183815,35,20,8
12,OfdmRate54Mbps,0.0183815,40,20,8
12,OfdmRate54Mbps,0.0183815,45,20,8
12,OfdmRate54Mbps,0.0183815,50,20,8
12,OfdmRate54Mbps,0,55,20,8
12,OfdmRate54Mbps,0,60,20,8
12,OfdmRate54Mbps,0,65,20,8
12,OfdmRate54Mbps,0,70,20,8
12,OfdmRate54Mbps,0,75,20,8
12,OfdmRate54Mbps,0,80,20,8
12,OfdmRate54Mbps,0,85,20,8
12,OfdmRate54Mbps,0,90,20,8
12,OfdmRate54Mbps,0,95,20,8
12,OfdmRate54Mbps,0,100,20,8
13,OfdmRate54Mbps,772.602,0,20,8
13,OfdmRate54Mbps,0.0183815,5,20,8
13,OfdmRate54Mbps,0.0183815,10,20,8
13,OfdmRate54Mbps,0.0183815,15,20,8
13,OfdmRate54Mbps,0.0183815,20,20,8
13,OfdmRate54Mbps,0.0183815,25,20,8
13,OfdmRate54Mbps,0.0183815,30,20,8
13,OfdmRate54Mbps,0.0183815,35,20,8
13,OfdmRate54Mbps,0.0183815,40,20,8
13,OfdmRate54Mbps,0.0183815,45,20,8
13,OfdmRate54Mbps,0.0183815,50,20,8
13,OfdmRate54Mbps,0,55,20,8
13,OfdmRate54Mbps,0,60,20,8
13,OfdmRate54Mbps,0,65,20,8
13,OfdmRate54Mbps,0,70,20,8
13,OfdmRate54Mbps,0,75,20,8
13,OfdmRate54Mbps,0,80,20,8
13,OfdmRate54Mbps,0,85,20,8
13,OfdmRate54Mbps,0,90,20,8
13,OfdmRate54Mbps,0,95,20,8
13,OfdmRate54Mbps,0,100,20,8
