MCS,CtlrRate,Mean_Throughput(Mbps),Distance(m),SimulationTime(s),Seed
10,ErpOfdmRate54Mbps,210.348,5,20,6
10,ErpOfdmRate54Mbps,210.344,10,20,6
10,ErpOfdmRate54Mbps,208.367,15,20,6
10,ErpOfdmRate54Mbps,0.0147328,20,20,6
10,ErpOfdmRate54Mbps,0.0147328,25,20,6
10,ErpOfdmRate54Mbps,0.0147328,30,20,6
10,ErpOfdmRate54Mbps,0.0147328,35,20,6
10,ErpOfdmRate54Mbps,0.0147328,40,20,6
10,ErpOfdmRate54Mbps,0.0147328,45,20,6
10,ErpOfdmRate54Mbps,0.0147328,50,20,6
10,ErpOfdmRate54Mbps,0.0147328,55,20,6
10,ErpOfdmRate54Mbps,0.0147328,60,20,6
10,ErpOfdmRate54Mbps,0.0147328,65,20,6
10,ErpOfdmRate54Mbps,0.0147328,70,20,6
10,ErpOfdmRate54Mbps,0.0147328,75,20,6
10,ErpOfdmRate54Mbps,0.0147328,80,20,6
10,ErpOfdmRate54Mbps,0.0147328,85,20,6
10,ErpOfdmRate54Mbps,0,90,20,6
10,ErpOfdmRate54Mbps,0,95,20,6
10,ErpOfdmRate54Mbps,0,100,20,6
11,ErpOfdmRate54Mbps,230.058,0,20,6
11,ErpOfdmRate54Mbps,230.05,5,20,6
11,ErpOfdmRate54Mbps,230.047,10,20,6
11,ErpOfdmRate54Mbps,28.6216,15,20,6
11,ErpOfdmRate54Mbps,0.0147328,20,20,6
11,ErpOfdmRate54Mbps,0.0147328,25,20,6
11,ErpOfdmRate54Mbps,0.0147328,30,20,6
11,ErpOfdmRate54Mbps,0.0147328,35,20,6
11,ErpOfdmRate54Mbps,0.0147328,40,20,6
11,ErpOfdmRate54Mbps,0.0147328,45,20,6
11,ErpOfdmRate54Mbps,0.0147328,50,20,6
11,ErpOfdmRate54Mbps,0.0147328,55,20,6
11,ErpOfdmRate54Mbps,0.0147328,60,20,6
11,ErpOfdmRate54Mbps,0.0147328,65,20,6
11,ErpOfdmRate54Mbps,0.0147328,70,20,6
11,ErpOfdmRate54Mbps,0.0147328,75,20,6
11,ErpOfdmRate54Mbps,0.0147328,80,20,6
11,ErpOfdmRate54Mbps,0.0147328,85,20,6
11,ErpOfdmRate54Mbps,0,90,20,6
11,ErpOfdmRate54Mbps,0,95,20,6
11,ErpOfdmRate54Mbps,0,100,20,6
