MCS,CtlrRate,Mean_Throughput(Mbps),Distance(m),SimulationTime(s),Seed
9,ErpOfdmRate54Mbps,0.016949,70,20,7
9,ErpOfdmRate54Mbps,0.016949,75,20,7
9,ErpOfdmRate54Mbps,0.016949,80,20,7
9,ErpOfdmRate54Mbps,0,85,20,7
9,ErpOfdmRate54Mbps,0,90,20,7
9,ErpOfdmRate54Mbps,0,95,20,7
9,ErpOfdmRate54Mbps,0,100,20,7
10,ErpOfdmRate54Mbps,206.467,0,20,7
10,ErpOfdmRate54Mbps,206.467,5,20,7
10,ErpOfdmRate54Mbps,206.467,10,20,7
10,ErpOfdmRate54Mbps,206.467,15,20,7
10,ErpOfdmRate54Mbps,0.016949,20,20,7
10,ErpOfdmRate54Mbps,0.016949,25,20,7
10,ErpOfdmRate54Mbps,0.016949,30,20,7
10,ErpOfdmRate54Mbps,0.016949,35,20,7
10,ErpOfdmRate54Mbps,0.016949,40,20,7
10,ErpOfdmRate54Mbps,0.016949,45,20,7
10,ErpOfdmRate54Mbps,0.016949,50,20,7
10,ErpOfdmRate54Mbps,0.016949,55,20,7
10,ErpOfdmRate54Mbps,0.016949,60,20,7
10,ErpOfdmRate54Mbps,0.016949,65,20,7
10,ErpOfdmRate54Mbps,0.016949,70,20,7
10,ErpOfdmRate54Mbps,0.016949,75,20,7
10,ErpOfdmRate54Mbps,0.016949,80,20,7
10,ErpOfdmRate54Mbps,0,85,20,7
10,ErpOfdmRate54Mbps,0,90,20,7
10,ErpOfdmRate54Mbps,0,95,20,7
10,ErpOfdmRate54Mbps,0,100,20,7
11,ErpOfdmRate54Mbps,225.467,0,20,7
11,ErpOfdmRate54Mbps,225.467,5,20,7
11,ErpOfdmRate54Mbps,225.467,10,20,7
11,ErpOfdmRate54Mbps,0.016949,15,20,7
11,ErpOfdmRate54Mbps,0.016949,20,20,7
11,ErpOfdmRate54Mbps,0.016949,25,20,7
11,ErpOfdmRate54Mbps,0.016949,30,20,7
11,ErpOfdmRate54Mbps,0.016949,35,20,7
11,ErpOfdmRate54Mbps,0.016949,40,20,7
11,ErpOfdmRate54Mbps,0.016949,45,20,7
11,ErpOfdmRate54Mbps,0.016949,50,20,7
11,ErpOfdmRate54Mbps,0.016949,55,20,7
11,ErpOfdmRate54Mbps,0.016949,60,20,7
11,ErpOfdmRate54Mbps,0.016949,65,20,7
11,ErpOfdmRate54Mbps,0.016949,70,20,7
11,ErpOfdmRate54Mbps,0.016949,75,20,7
11,ErpOfdmRate54Mbps,0.016949,80,20,7
11,ErpOfdmRate54Mbps,0,85,20,7
11,ErpOfdmRate54Mbps,0,90,20,7
11,ErpOfdmRate54Mbps,0,95,20,7
11,ErpOfdmRate54Mbps,0,100,20,7
12,ErpOfdmRate54Mbps,241.335,0,20,7
12,ErpOfdmRate54Mbps,241.335,5,20,7
12,ErpOfdmRate54Mbps,241.335,10,20,7
12,ErpOfdmRate54Mbps,0.016949,15,20,7
12,ErpOfdmRate54Mbps,0.016949,20,20,7
12,ErpOfdmRate54Mbps,0.016949,25,20,7
12,ErpOfdmRate54Mbps,0.016949,30,20,7
12,ErpOfdmRate54Mbps,0.016949,35,20,7
12,ErpOfdmRate54Mbps,0.016949,40,20,7
12,ErpOfdmRate54Mbps,0.016949,45,20,7
12,ErpOfdmRate54Mbps,0.016949,50,20,7
12,ErpOfdmRate54Mbps,0.016949,55,20,7
12,ErpOfdmRate54Mbps,0.016949,60,20,7
12,ErpOfdmRate54Mbps,0.016949,65,20,7
12,ErpOfdmRate54Mbps,0.016949,70,20,7
12,ErpOfdmRate54Mbps,0.016949,75,20,7
12,ErpOfdmRate54Mbps,0.016949,80,20,7
12,ErpOfdmRate54Mbps,0,85,20,7
12,ErpOfdmRate54Mbps,0,90,20,7
12,ErpOfdmRate54Mbps,0,95,20,7
12,ErpOfdmRate54Mbps,0,100,20,7
13,ErpOfdmRate54Mbps,265.625,0,20,7
13,ErpOfdmRate54Mbps,265.625,5,20,7
13,ErpOfdmRate54Mbps,0.016949,10,20,7
13,ErpOfdmRate54Mbps,0.016949,15,20,7
13,ErpOfdmRate54Mbps,0.016949,20,20,7
13,ErpOfdmRate54Mbps,0.016949,25,20,7
13,ErpOfdmRate54Mbps,0.016949,30,20,7
13,ErpOfdmRate54Mbps,0.016949,35,20,7
13,ErpOfdmRate54Mbps,0.016949,40,20,7
13,ErpOfdmRate54Mbps,0.016949,45,20,7
13,ErpOfdmRate54Mbps,0.016949,50,20,7
13,ErpOfdmRate54Mbps,0.016949,55,20,7
13,ErpOfdmRate54Mbps,0.016949,60,20,7
13,ErpOfdmRate54Mbps,0.016949,65,20,7
13,ErpOfdmRate54Mbps,0.016949,70,20,7
13,ErpOfdmRate54Mbps,0.016949,75,20,7
13,ErpOfdmRate54Mbps,0.016949,80,20,7
13,ErpOfdmRate54Mbps,0,85,20,7
13,ErpOfdmRate54Mbps,0,90,20,7
13,ErpOfdmRate54Mbps,0,95,20,7
13,ErpOfdmRate54Mbps,0,100,20,7
