MCS,CtlrRate,Mean_Throughput(Mbps),Distance(m),SimulationTime(s),Seed
8,ErpOfdmRate54Mbps,0.016949,70,20,4
8,ErpOfdmRate54Mbps,0.016949,75,20,4
8,ErpOfdmRate54Mbps,0.016949,80,20,4
8,ErpOfdmRate54Mbps,0,85,20,4
8,ErpOfdmRate54Mbps,0,90,20,4
8,ErpOfdmRate54Mbps,0,95,20,4
8,ErpOfdmRate54Mbps,0,100,20,4
9,ErpOfdmRate54Mbps,185.308,0,20,4
9,ErpOfdmRate54Mbps,185.308,5,20,4
9,ErpOfdmRate54Mbps,185.308,10,20,4
9,ErpOfdmRate54Mbps,185.308,15,20,4
9,ErpOfdmRate54Mbps,185.308,20,20,4
9,ErpOfdmRate54Mbps,185.308,25,20,4
9,ErpOfdmRate54Mbps,107.084,30,20,4
9,ErpOfdmRate54Mbps,0.016949,35,20,4
9,ErpOfdmRate54Mbps,0.016949,40,20,4
9,ErpOfdmRate54Mbps,0.016949,45,20,4
9,ErpOfdmRate54Mbps,0.016949,50,20,4
9,ErpOfdmRate54Mbps,0.016949,55,20,4
9,ErpOfdmRate54Mbps,0.016949,60,20,4
9,ErpOfdmRate54Mbps,0.016949,65,20,4
9,ErpOfdmRate54Mbps,0.016949,70,20,4
9,ErpOfdmRate54Mbps,0.016949,75,20,4
9,ErpOfdmRate54Mbps,0.016949,80,20,4
9,ErpOfdmRate54Mbps,0,85,20,4
9,ErpOfdmRate54Mbps,0,90,20,4
9,ErpOfdmRate54Mbps,0,95,20,4
9,ErpOfdmRate54Mbps,0,100,20,4
10,ErpOfdmRate54Mbps,206.504,0,20,4
10,ErpOfdmRate54Mbps,206.504,5,20,4
10,ErpOfdmRate54Mbps,206.504,10,20,4
10,ErpOfdmRate54Mbps,206.504,15,20,4
10,ErpOfdmRate54Mbps,0.016949,20,20,4
10,ErpOfdmRate54Mbps,0.016949,25,20,4
10,ErpOfdmRate54Mbps,0.016949,30,20,4
10,ErpOfdmRate54Mbps,0.016949,35,20,4
10,ErpOfdmRate54Mbps,0.016949,40,20,4
10,ErpOfdmRate54Mbps,0.016949,45,20,4
10,ErpOfdmRate54Mbps,0.016949,50,20,4
10,ErpOfdmRate54Mbps,0.016949,55,20,4
10,ErpOfdmRate54Mbps,0.016949,60,20,4
10,ErpOfdmRate54Mbps,0.016949,65,20,4
10,ErpOfdmRate54Mbps,0.016949,70,20,4
10,ErpOfdmRate54Mbps,0.016949,75,20,4
10,ErpOfdmRate54Mbps,0.016949,80,20,4
10,ErpOfdmRate54Mbps,0,85,20,4
10,ErpOfdmRate54Mbps,0,90,20,4
10,ErpOfdmRate54Mbps,0,95,20,4
10,ErpOfdmRate54Mbps,0,100,20,4
11,ErpOfdmRate54Mbps,225.51,0,20,4
11,ErpOfdmRate54Mbps,225.51,5,20,4
11,ErpOfdmRate54Mbps,225.51,10,20,4
11,ErpOfdmRate54Mbps,0.016949,15,20,4
11,ErpOfdmRate54Mbps,0.016949,20,20,4
11,ErpOfdmRate54Mbps,0.016949,25,20,4
11,ErpOfdmRate54Mbps,0.016949,30,20,4
11,ErpOfdmRate54Mbps,0.016949,35,20,4
11,ErpOfdmRate54Mbps,0.016949,40,20,4
11,ErpOfdmRate54Mbps,0.016949,45,20,4
11,ErpOfdmRate54Mbps,0.016949,50,20,4
11,ErpOfdmRate54Mbps,0.016949,55,20,4
11,ErpOfdmRate54Mbps,0.016949,60,20,4
11,ErpOfdmRate54Mbps,0.016949,65,20,4
11,ErpOfdmRate54Mbps,0.016949,70,20,4
11,ErpOfdmRate54Mbps,0.016949,75,20,4
11,ErpOfdmRate54Mbps,0.016949,80,20,4
11,ErpOfdmRate54Mbps,0,85,20,4
11,ErpOfdmRate54Mbps,0,90,20,4
11,ErpOfdmRate54Mbps,0,95,20,4
11,ErpOfdmRate54Mbps,0,100,20,4
12,ErpOfdmRate54Mbps,241.378,0,20,4
12,ErpOfdmRate54Mbps,241.378,5,20,4
12,ErpOfdmRate54Mbps,241.378,10,20,4
12,ErpOfdmRate54Mbps,0.016949,15,20,4
12,ErpOfdmRate54Mbps,0.016949,20,20,4
12,ErpOfdmRate54Mbps,0.016949,25,20,4
12,ErpOfdmRate54Mbps,0.016949,30,20,4
12,ErpOfdmRate54Mbps,0.016949,35,20,4
12,ErpOfdmRate54Mbps,0.016949,40,20,4
12,ErpOfdmRate54Mbps,0.016949,45,20,4
12,ErpOfdmRate54Mbps,0.016949,50,20,4
12,ErpOfdmRate54Mbps,0.016949,55,20,4
12,ErpOfdmRate54Mbps,0.016949,60,20,4
12,ErpOfdmRate54Mbps,0.016949,65,20,4
12,ErpOfdmRate54Mbps,0.016949,70,20,4
12,ErpOfdmRate54Mbps,0.016949,75,20,4
12,ErpOfdmRate54Mbps,0.016949,80,20,4
12,ErpOfdmRate54Mbps,0,85,20,4
12,ErpOfdmRate54Mbps,0,90,20,4
12,ErpOfdmRate54Mbps,0,95,20,4
12,ErpOfdmRate54Mbps,0,100,20,4
13,ErpOfdmRate54Mbps,265.67,0,20,4
13,ErpOfdmRate54Mbps,265.67,5,20,4
13,ErpOfdmRate54Mbps,0.016949,10,20,4
13,ErpOfdmRate54Mbps,0.016949,15,20,4
13,ErpOfdmRate54Mbps,0.016949,20,20,4
13,ErpOfdmRate54Mbps,0.016949,25,20,4
13,ErpOfdmRate54Mbps,0.016949,30,20,4
13,ErpOfdmRate54Mbps,0.016949,35,20,4
13,ErpOfdmRate54Mbps,0.016949,40,20,4
13,ErpOfdmRate54Mbps,0.016949,45,20,4
13,ErpOfdmRate54Mbps,0.016949,50,20,4
13,ErpOfdmRate54Mbps,0.016949,55,20,4
13,ErpOfdmRate54Mbps,0.016949,60,20,4
13,ErpOfdmRate54Mbps,0.016949,65,20,4
13,ErpOfdmRate54Mbps,0.016949,70,20,4
13,ErpOfdmRate54Mbps,0.016949,75,20,4
13,ErpOfdmRate54Mbps,0.016949,80,20,4
13,ErpOfdmRate54Mbps,0,85,20,4
13,ErpOfdmRate54Mbps,0,90,20,4
13,ErpOfdmRate54Mbps,0,95,20,4
13,ErpOfdmRate54Mbps,0,100,20,4
