MCS,CtlrRate,Mean_Throughput(Mbps),Distance(m),SimulationTime(s),Seed
4,OfdmRate36Mbps,0,100,20,10
5,OfdmRate48Mbps,409.599,0,20,10
5,OfdmRate48Mbps,409.599,5,20,10
5,OfdmRate48Mbps,409.599,10,20,10
5,OfdmRate48Mbps,409.528,15,20,10
5,OfdmRate48Mbps,0.0183815,20,20,10
5,OfdmRate48Mbps,0.0183815,25,20,10
5,OfdmRate48Mbps,0.0183815,30,20,10
5,OfdmRate48Mbps,0.0183815,35,20,10
5,OfdmRate48Mbps,0.0183815,40,20,10
5,OfdmRate48Mbps,0.0183815,45,20,10
5,OfdmRate48Mbps,0.0183815,50,20,10
5,OfdmRate48Mbps,0,55,20,10
5,OfdmRate48Mbps,0,60,20,10
5,OfdmRate48Mbps,0,65,20,10
5,OfdmRate48Mbps,0,70,20,10
5,OfdmRate48Mbps,0,75,20,10
5,OfdmRate48Mbps,0,80,20,10
5,OfdmRate48Mbps,0,85,20,10
5,OfdmRate48Mbps,0,90,20,10
5,OfdmRate48Mbps,0,95,20,10
5,OfdmRate48Mbps,0,100,20,10
6,OfdmRate54Mbps,452.08,0,20,10
6,OfdmRate54Mbps,452.08,5,20,10
6,OfdmRate54Mbps,452.08,10,20,10
6,OfdmRate54Mbps,452.008,15,20,10
6,OfdmRate54Mbps,0.0183815,20,20,10
6,OfdmRate54Mbps,0.0183815,25,20,10
6,OfdmRate54Mbps,0.0183815,30,20,10
6,OfdmRate54Mbps,0.0183815,35,20,10
6,OfdmRate54Mbps,0.0183815,40,20,10
6,OfdmRate54Mbps,0.0183815,45,20,10
6,OfdmRate54Mbps,0.0183815,50,20,10
6,OfdmRate54Mbps,0,55,20,10
6,OfdmRate54Mbps,0,60,20,10
6,OfdmRate54Mbps,0,65,20,10
6,OfdmRate54Mbps,0,70,20,10
6,OfdmRate54Mbps,0,75,20,10
6,OfdmRate54Mbps,0,80,20,10
6,OfdmRate54Mbps,0,85,20,10
6,OfdmRate54Mbps,0,90,20,10
6,OfdmRate54Mbps,0,95,20,10
6,OfdmRate54Mbps,0,100,20,10
7,OfdmRate54Mbps,490.226,0,20,10
7,OfdmRate54Mbps,490.226,5,20,10
7,OfdmRate54Mbps,490.226,10,20,10
7,OfdmRate54Mbps,490.025,15,20,10
7,OfdmRate54Mbps,0.0183815,20,20,10
7,OfdmRate54Mbps,0.0183815,25,20,10
7,OfdmRate54Mbps,0.0183815,30,20,10
7,OfdmRate54Mbps,0.0183815,35,20,10
7,OfdmRate54Mbps,0.0183815,40,20,10
7,OfdmRate54Mbps,0.0183815,45,20,10
7,OfdmRate54Mbps,0.0183815,50,20,10
7,OfdmRate54Mbps,0,55,20,10
7,OfdmRate54Mbps,0,60,20,10
7,OfdmRate54Mbps,0,65,20,10
7,OfdmRate54Mbps,0,70,20,10
7,OfdmRate54Mbps,0,75,20,10
7,OfdmRate54Mbps,0,80,20,10
7,OfdmRate54Mbps,0,85,20,10
7,OfdmRate54Mbps,0,90,20,10
7,OfdmRate54Mbps,0,95,20,10
7,OfdmRate54Mbps,0,100,20,10
8,OfdmRate54Mbps,552.363,0,20,10
8,OfdmRate54Mbps,552.363,5,20,10
8,OfdmRate54Mbps,552.363,10,20,10
8,OfdmRate54Mbps,0.0183815,15,20,10
8,OfdmRate54Mbps,0.0183815,20,20,10
8,OfdmRate54Mbps,0.0183815,25,20,10
8,OfdmRate54Mbps,0.0183815,30,20,10
8,OfdmRate54Mbps,0.0183815,35,20,10
8,OfdmRate54Mbps,0.0183815,40,20,10
8,OfdmRate54Mbps,0.0183815,45,20,10
8,OfdmRate54Mbps,0.0183815,50,20,10
8,OfdmRate54Mbps,0,55,20,10
8,OfdmRate54Mbps,0,60,20,10
8,OfdmRate54Mbps,0,65,20,10
8,OfdmRate54Mbps,0,70,20,10
8,OfdmRate54Mbps,0,75,20,10
8,OfdmRate54Mbps,0,80,20,10
8,OfdmRate54Mbps,0,85,20,10
8,OfdmRate54Mbps,0,90,20,10
8,OfdmRate54Mbps,0,95,20,10
8,OfdmRate54Mbps,0,100,20,10
9,OfdmRate54Mbps,599.885,0,20,10
9,OfdmRate54Mbps,599.885,5,20,10
9,OfdmRate54Mbps,599.885,10,20,10
9,OfdmRate54Mbps,0.0183815,15,20,10
9,OfdmRate54Mbps,0.0183815,20,20,10
9,OfdmRate54Mbps,0.0183815,25,20,10
9,OfdmRate54Mbps,0.0183815,30,20,10
9,OfdmRate54Mbps,0.0183815,35,20,10
9,OfdmRate54Mbps,0.0183815,40,20,10
9,OfdmRate54Mbps,0.0183815,45,20,10
9,OfdmRate54Mbps,0.0183815,50,20,10
9,OfdmRate54Mbps,0,55,20,10
9,OfdmRate54Mbps,0,60,20,10
9,OfdmRate54Mbps,0,65,20,10
9,OfdmRate54Mbps,0,70,20,10
9,OfdmRate54Mbps,0,75,20,10
9,OfdmRate54Mbps,0,80,20,10
9,OfdmRate54Mbps,0,85,20,10
9,OfdmRate54Mbps,0,90,20,10
9,OfdmRate54Mbps,0,95,20,10
9,OfdmRate54Mbps,0,100,20,10
10,OfdmRate54Mbps,644.216,0,20,10
10,OfdmRate54Mbps,644.216,5,20,10
10,OfdmRate54Mbps,0.0183815,10,20,10
10,OfdmRate54Mbps,0.0183815,15,20,10
10,OfdmRate54Mbps,0.0183815,20,20,10
10,OfdmRate54Mbps,0.0183815,25,20,10
10,OfdmRate54Mbps,0.0183815,30,20,10
10,OfdmRate54Mbps,0.0183815,35,20,10
10,OfdmRate54Mbps,0.0183815,40,20,10
10,OfdmRate54Mbps,0.0183815,45,20,10
10,OfdmRate54Mbps,0.0183815,50,20,10
10,OfdmRate54Mbps,0,55,20,10
10,OfdmRate54Mbps,0,60,20,10
10,OfdmRate54Mbps,0,65,20,10
10,OfdmRate54Mbps,0,70,20,10
10,OfdmRate54Mbps,0,75,20,10
10,OfdmRate54Mbps,0,80,20,10
10,OfdmRate54Mbps,0,85,20,10
10,OfdmRate54Mbps,0,90,20,10
10,OfdmRate54Mbps,0,95,20,10
10,OfdmRate54Mbps,0,100,20,10
11,OfdmRate54Mbps,695.637,0,20,10
11,OfdmRate54Mbps,695.637,5,20,10
11,OfdmRate54Mbps,0.0183815,10,20,10
11,OfdmRate54Mbps,0.0183815,15,20,10
11,OfdmRate54Mbps,0.0183815,20,20,10
11,OfdmRate54Mbps,0.0183815,25,20,10
11,OfdmRate54Mbps,0.0183815,30,20,10
11,OfdmRate54Mbps,0.0183815,35,20,10
11,OfdmRate54Mbps,0.0183815,40,20,10
11,OfdmRate54Mbps,0.0183815,45,20,10
11,OfdmRate54Mbps,0.0183815,50,20,10
11,OfdmRate54Mbps,0,55,20,10
11,OfdmRate54Mbps,0,60,20,10
11,OfdmRate54Mbps,0,65,20,10
11,OfdmRate54Mbps,0,70,20,10
11,OfdmRate54Mbps,0,75,20,10
11,OfdmRate54Mbps,0,80,20,10
11,OfdmRate54Mbps,0,85,20,10
11,OfdmRate54Mbps,0,90,20,10
11,OfdmRate54Mbps,0,95,20,10
11,OfdmRate54Mbps,0,100,20,10
12,OfdmRate54Mbps,724.546,0,20,10
12,OfdmRate54Mbps,0.0183815,5,20,10
12,OfdmRate54Mbps,0.0183815,10,20,10
12,OfdmRate54Mbps,0.0183815,15,20,10
12,OfdmRate54Mbps,0.0183815,20,20,10
12,OfdmRate54Mbps,0.0183815,25,20,10
12,OfdmRate54Mbps,0.0183815,30,20,10
12,OfdmRate54Mbps,0.0183815,35,20,10
12,OfdmRate54Mbps,0.0183815,40,20,10
12,OfdmRate54Mbps,0.0183815,45,20,10
12,OfdmRate54Mbps,0.0183815,50,20,10
12,OfdmRate54Mbps,0,55,20,10
12,OfdmRate54Mbps,0,60,20,10
12,OfdmRate54Mbps,0,65,20,10
12,OfdmRate54Mbps,0,70,20,10
12,OfdmRate54Mbps,0,75,20,10
12,OfdmRate54Mbps,0,80,20,10
12,OfdmRate54Mbps,0,85,20,10
12,OfdmRate54Mbps,0,90,20,10
12,OfdmRate54Mbps,0,95,20,10
12,OfdmRate54Mbps,0,100,20,10
13,OfdmRate54Mbps,772.752,0,20,10
13,OfdmRate54Mbps,0.0183815,5,20,10
13,OfdmRate54Mbps,0.0183815,10,20,10
13,OfdmRate54Mbps,0.0183815,15,20,10
13,OfdmRate54Mbps,0.0183815,20,20,10
13,OfdmRate54Mbps,0.0183815,25,20,10
13,OfdmRate54Mbps,0.0183815,30,20,10
13,OfdmRate54Mbps,0.0183815,35,20,10
13,OfdmRate54Mbps,0.0183815,40,20,10
13,OfdmRate54Mbps,0.0183815,45,20,10
13,OfdmRate54Mbps,0.0183815,50,20,10
13,OfdmRate54Mbps,0,55,20,10
13,OfdmRate54Mbps,0,60,20,10
13,OfdmRate54Mbps,0,65,20,10
13,OfdmRate54Mbps,0,70,20,10
13,OfdmRate54Mbps,0,75,20,10
13,OfdmRate54Mbps,0,80,20,10
13,OfdmRate54Mbps,0,85,20,10
13,OfdmRate54Mbps,0,90,20,10
13,OfdmRate54Mbps,0,95,20,10
13,OfdmRate54Mbps,0,100,20,10
