MCS,CtlrRate,Mean_Throughput(Mbps),Distance(m),SimulationTime(s),Seed
2,OfdmRate18Mbps,0,75,20,8
2,OfdmRate18Mbps,0,80,20,8
2,OfdmRate18Mbps,0,85,20,8
2,OfdmRate18Mbps,0,90,20,8
2,OfdmRate18Mbps,0,95,20,8
2,OfdmRate18Mbps,0,100,20,8
3,OfdmRate24Mbps,234.854,0,20,8
3,OfdmRate24Mbps,234.852,5,20,8
3,OfdmRate24Mbps,234.846,10,20,8
3,OfdmRate24Mbps,234.838,15,20,8
3,OfdmRate24Mbps,234.835,20,20,8
3,OfdmRate24Mbps,234.833,25,20,8
3,OfdmRate24Mbps,234.813,30,20,8
3,OfdmRate24Mbps,208.803,35,20,8
3,OfdmRate24Mbps,0.0161647,40,20,8
3,OfdmRate24Mbps,0.0161647,45,20,8
3,OfdmRate24Mbps,0.0161647,50,20,8
3,OfdmRate24Mbps,0,55,20,8
3,OfdmRate24Mbps,0,60,20,8
3,OfdmRate24Mbps,0,65,20,8
3,OfdmRate24Mbps,0,70,20,8
3,OfdmRate24Mbps,0,75,20,8
3,OfdmRate24Mbps,0,80,20,8
3,OfdmRate24Mbps,0,85,20,8
3,OfdmRate24Mbps,0,90,20,8
3,OfdmRate24Mbps,0,95,20,8
3,OfdmRate24Mbps,0,100,20,8
4,OfdmRate36Mbps,333.769,0,20,8
4,OfdmRate36Mbps,333.76,5,20,8
4,OfdmRate36Mbps,333.755,10,20,8
4,OfdmRate36Mbps,333.748,15,20,8
4,OfdmRate36Mbps,333.734,20,20,8
4,OfdmRate36Mbps,331.104,25,20,8
4,OfdmRate36Mbps,0.0161647,30,20,8
4,OfdmRate36Mbps,0.0161647,35,20,8
4,OfdmRate36Mbps,0.0161647,40,20,8
4,OfdmRate36Mbps,0.0161647,45,20,8
4,OfdmRate36Mbps,0.0161647,50,20,8
4,OfdmRate36Mbps,0,55,20,8
4,OfdmRate36Mbps,0,60,20,8
4,OfdmRate36Mbps,0,65,20,8
4,OfdmRate36Mbps,0,70,20,8
4,OfdmRate36Mbps,0,75,20,8
4,OfdmRate36Mbps,0,80,20,8
4,OfdmRate36Mbps,0,85,20,8
4,OfdmRate36Mbps,0,90,20,8
4,OfdmRate36Mbps,0,95,20,8
4,OfdmRate36Mbps,0,100,20,8
5,OfdmRate48Mbps,422.806,0,20,8
5,OfdmRate48Mbps,422.794,5,20,8
5,OfdmRate48Mbps,422.776,10,20,8
5,OfdmRate48Mbps,422.765,15,20,8
5,OfdmRate48Mbps,373.018,20,20,8
5,OfdmRate48Mbps,0.0161647,25,20,8
5,OfdmRate48Mbps,0.0161647,30,20,8
5,OfdmRate48Mbps,0.0161647,35,20,8
5,OfdmRate48Mbps,0.0161647,40,20,8
5,OfdmRate48Mbps,0.0161647,45,20,8
5,OfdmRate48Mbps,0.0161647,50,20,8
5,OfdmRate48Mbps,0,55,20,8
5,OfdmRate48Mbps,0,60,20,8
5,OfdmRate48Mbps,0,65,20,8
5,OfdmRate48Mbps,0,70,20,8
5,OfdmRate48Mbps,0,75,20,8
5,OfdmRate48Mbps,0,80,20,8
5,OfdmRate48Mbps,0,85,20,8
5,OfdmRate48Mbps,0,90,20,8
5,OfdmRate48Mbps,0,95,20,8
5,OfdmRate48Mbps,0,100,20,8
6,OfdmRate54Mbps,468.238,0,20,8
6,OfdmRate54Mbps,468.217,5,20,8
6,OfdmRate54Mbps,468.202,10,20,8
6,OfdmRate54Mbps,468.182,15,20,8
6,OfdmRate54Mbps,0.0161647,20,20,8
6,OfdmRate54Mbps,0.0161647,25,20,8
6,OfdmRate54Mbps,0.0161647,30,20,8
6,OfdmRate54Mbps,0.0161647,35,20,8
6,OfdmRate54Mbps,0.0161647,40,20,8
6,OfdmRate54Mbps,0.0161647,45,20,8
6,OfdmRate54Mbps,0.0161647,50,20,8
6,OfdmRate54Mbps,0,55,20,8
6,OfdmRate54Mbps,0,60,20,8
6,OfdmRate54Mbps,0,65,20,8
6,OfdmRate54Mbps,0,70,20,8
6,OfdmRate54Mbps,0,75,20,8
6,OfdmRate54Mbps,0,80,20,8
6,OfdmRate54Mbps,0,85,20,8
6,OfdmRate54Mbps,0,90,20,8
6,OfdmRate54Mbps,0,95,20,8
6,OfdmRate54Mbps,0,100,20,8
7,OfdmRate54Mbps,509.271,0,20,8
7,OfdmRate54Mbps,509.247,5,20,8
7,OfdmRate54Mbps,509.231,10,20,8
7,OfdmRate54Mbps,500.592,15,20,8
7,OfdmRate54Mbps,0.0161647,20,20,8
7,OfdmRate54Mbps,0.0161647,25,20,8
7,OfdmRate54Mbps,0.0161647,30,20,8
7,OfdmRate54Mbps,0.0161647,35,20,8
7,OfdmRate54Mbps,0.0161647,40,20,8
7,OfdmRate54Mbps,0.0161647,45,20,8
7,OfdmRate54Mbps,0.0161647,50,20,8
7,OfdmRate54Mbps,0,55,20,8
7,OfdmRate54Mbps,0,60,20,8
7,OfdmRate54Mbps,0,65,20,8
7,OfdmRate54Mbps,0,70,20,8
7,OfdmRate54Mbps,0,75,20,8
7,OfdmRate54Mbps,0,80,20,8
7,OfdmRate54Mbps,0,85,20,8
7,OfdmRate54Mbps,0,90,20,8
7,OfdmRate54Mbps,0,95,20,8
7,OfdmRate54Mbps,0,100,20,8
8,OfdmRate54Mbps,576.645,0,20,8
8,OfdmRate54Mbps,576.625,5,20,8
8,OfdmRate54Mbps,576.589,10,20,8
8,OfdmRate54Mbps,0.0161647,15,20,8
8,OfdmRate54Mbps,0.0161647,20,20,8
8,OfdmRate54Mbps,0.0161647,25,20,8
8,OfdmRate54Mbps,0.0161647,30,20,8
8,OfdmRate54Mbps,0.0161647,35,20,8
8,OfdmRate54Mbps,0.0161647,40,20,8
8,OfdmRate54Mbps,0.0161647,45,20,8
8,OfdmRate54Mbps,0.0161647,50,20,8
8,OfdmRate54Mbps,0,55,20,8
8,OfdmRate54Mbps,0,60,20,8
8,OfdmRate54Mbps,0,65,20,8
8,OfdmRate54Mbps,0,70,20,8
8,OfdmRate54Mbps,0,75,20,8
8,OfdmRate54Mbps,0,80,20,8
8,OfdmRate54Mbps,0,85,20,8
8,OfdmRate54Mbps,0,90,20,8
8,OfdmRate54Mbps,0,95,20,8
8,OfdmRate54Mbps,0,100,20,8
9,OfdmRate54Mbps,628.624,0,20,8
9,OfdmRate54Mbps,628.6,5,20,8
9,OfdmRate54Mbps,602.371,10,20,8
9,OfdmRate54Mbps,0.0161647,15,20,8
9,OfdmRate54Mbps,0.0161647,20,20,8
9,OfdmRate54Mbps,0.0161647,25,20,8
9,OfdmRate54Mbps,0.0161647,30,20,8
9,OfdmRate54Mbps,0.0161647,35,20,8
9,OfdmRate54Mbps,0.0161647,40,20,8
9,OfdmRate54Mbps,0.0161647,45,20,8
9,OfdmRate54Mbps,0.0161647,50,20,8
9,OfdmRate54Mbps,0,55,20,8
9,OfdmRate54Mbps,0,60,20,8
9,OfdmRate54Mbps,0,65,20,8
9,OfdmRate54Mbps,0,70,20,8
9,OfdmRate54Mbps,0,75,20,8
9,OfdmRate54Mbps,0,80,20,8
9,OfdmRate54Mbps,0,85,20,8
9,OfdmRate54Mbps,0,90,20,8
9,OfdmRate54Mbps,0,95,20,8
9,OfdmRate54Mbps,0,100,20,8
10,OfdmRate54Mbps,677.482,0,20,8
10,OfdmRate54Mbps,677.434,5,20,8
10,OfdmRate54Mbps,0.0161647,10,20,8
10,OfdmRate54Mbps,0.0161647,15,20,8
10,OfdmRate54Mbps,0.0161647,20,20,8
10,OfdmRate54Mbps,0.0161647,25,20,8
10,OfdmRate54Mbps,0.0161647,30,20,8
10,OfdmRate54Mbps,0.0161647,35,20,8
10,OfdmRate54Mbps,0.0161647,40,20,8
10,OfdmRate54Mbps,0.0161647,45,20,8
10,OfdmRate54Mbps,0.0161647,50,20,8
10,OfdmRate54Mbps,0,55,20,8
10,OfdmRate54Mbps,0,60,20,8
10,OfdmRate54Mbps,0,65,20,8
10,OfdmRate54Mbps,0,70,20,8
10,OfdmRate54Mbps,0,75,20,8
10,OfdmRate54Mbps,0,80,20,8
10,OfdmRate54Mbps,0,85,20,8
10,OfdmRate54Mbps,0,90,20,8
10,OfdmRate54Mbps,0,95,20,8
10,OfdmRate54Mbps,0,100,20,8
11,OfdmRate54Mbps,734.534,0,20,8
11,OfdmRate54Mbps,662.283,5,20,8
11,OfdmRate54Mbps,0.0161647,10,20,8
11,OfdmRate54Mbps,0.0161647,15,20,8
11,OfdmRate54Mbps,0.0161647,20,20,8
11,OfdmRate54Mbps,0.0161647,25,20,8
11,OfdmRate54Mbps,0.0161647,30,20,8
11,OfdmRate54Mbps,0.0161647,35,20,8
11,OfdmRate54Mbps,0.0161647,40,20,8
11,OfdmRate54Mbps,0.0161647,45,20,8
11,OfdmRate54Mbps,0.0161647,50,20,8
11,OfdmRate54Mbps,0,55,20,8
11,OfdmRate54Mbps,0,60,20,8
11,OfdmRate54Mbps,0,65,20,8
11,OfdmRate54Mbps,0,70,20,8
11,OfdmRate54Mbps,0,75,20,8
11,OfdmRate54Mbps,0,80,20,8
11,OfdmRate54Mbps,0,85,20,8
11,OfdmRate54Mbps,0,90,20,8
11,OfdmRate54Mbps,0,95,20,8
11,OfdmRate54Mbps,0,100,20,8
