MCS,CtlrRate,Mean_Throughput(Mbps),Distance(m),SimulationTime(s),Seed
3,ErpOfdmRate24Mbps,59.6986,70,20,8
3,ErpOfdmRate24Mbps,59.6996,75,20,8
3,ErpOfdmRate24Mbps,59.6985,80,20,8
3,ErpOfdmRate24Mbps,59.6879,85,20,8
3,ErpOfdmRate24Mbps,0,90,20,8
3,ErpOfdmRate24Mbps,0,95,20,8
3,ErpOfdmRate24Mbps,0,100,20,8
4,ErpOfdmRate36Mbps,89.218,0,20,8
4,ErpOfdmRate36Mbps,89.218,5,20,8
4,ErpOfdmRate36Mbps,89.2162,10,20,8
4,ErpOfdmRate36Mbps,89.2162,15,20,8
4,ErpOfdmRate36Mbps,89.2162,20,20,8
4,ErpOfdmRate36Mbps,89.2135,25,20,8
4,ErpOfdmRate36Mbps,89.2135,30,20,8
4,ErpOfdmRate36Mbps,89.2135,35,20,8
4,ErpOfdmRate36Mbps,89.2135,40,20,8
4,ErpOfdmRate36Mbps,89.2135,45,20,8
4,ErpOfdmRate36Mbps,89.2135,50,20,8
4,ErpOfdmRate36Mbps,89.2135,55,20,8
4,ErpOfdmRate36Mbps,89.2119,60,20,8
4,ErpOfdmRate36Mbps,89.1613,65,20,8
4,ErpOfdmRate36Mbps,87.7212,70,20,8
4,ErpOfdmRate36Mbps,0.0146265,75,20,8
4,ErpOfdmRate36Mbps,0.0146265,80,20,8
4,ErpOfdmRate36Mbps,0.0147328,85,20,8
4,ErpOfdmRate36Mbps,0,90,20,8
4,ErpOfdmRate36Mbps,0,95,20,8
4,ErpOfdmRate36Mbps,0,100,20,8
5,ErpOfdmRate48Mbps,117.188,0,20,8
5,ErpOfdmRate48Mbps,117.187,5,20,8
5,ErpOfdmRate48Mbps,117.185,10,20,8
5,ErpOfdmRate48Mbps,117.185,15,20,8
5,ErpOfdmRate48Mbps,117.182,20,20,8
5,ErpOfdmRate48Mbps,117.182,25,20,8
5,ErpOfdmRate48Mbps,117.182,30,20,8
5,ErpOfdmRate48Mbps,117.182,35,20,8
5,ErpOfdmRate48Mbps,117.182,40,20,8
5,ErpOfdmRate48Mbps,117.18,45,20,8
5,ErpOfdmRate48Mbps,115.606,50,20,8
5,ErpOfdmRate48Mbps,90.5632,55,20,8
5,ErpOfdmRate48Mbps,0.0147328,60,20,8
5,ErpOfdmRate48Mbps,0.0147328,65,20,8
5,ErpOfdmRate48Mbps,0.0147328,70,20,8
5,ErpOfdmRate48Mbps,0.0147328,75,20,8
5,ErpOfdmRate48Mbps,0.0147328,80,20,8
5,ErpOfdmRate48Mbps,0.0147328,85,20,8
5,ErpOfdmRate48Mbps,0,90,20,8
5,ErpOfdmRate48Mbps,0,95,20,8
5,ErpOfdmRate48Mbps,0,100,20,8
6,ErpOfdmRate54Mbps,131.029,0,20,8
6,ErpOfdmRate54Mbps,131.027,5,20,8
6,ErpOfdmRate54Mbps,131.026,10,20,8
6,ErpOfdmRate54Mbps,131.025,15,20,8
6,ErpOfdmRate54Mbps,131.025,20,20,8
6,ErpOfdmRate54Mbps,131.025,25,20,8
6,ErpOfdmRate54Mbps,131.025,30,20,8
6,ErpOfdmRate54Mbps,131.024,35,20,8
6,ErpOfdmRate54Mbps,131.023,40,20,8
6,ErpOfdmRate54Mbps,129.319,45,20,8
6,ErpOfdmRate54Mbps,58.1419,50,20,8
6,ErpOfdmRate54Mbps,0.0147328,55,20,8
6,ErpOfdmRate54Mbps,0.0147328,60,20,8
6,ErpOfdmRate54Mbps,0.0147328,65,20,8
6,ErpOfdmRate54Mbps,0.0147328,70,20,8
6,ErpOfdmRate54Mbps,0.0147328,75,20,8
6,ErpOfdmRate54Mbps,0.0147328,80,20,8
6,ErpOfdmRate54Mbps,0.0147328,85,20,8
6,ErpOfdmRate54Mbps,0,90,20,8
6,ErpOfdmRate54Mbps,0,95,20,8
6,ErpOfdmRate54Mbps,0,100,20,8
7,ErpOfdmRate54Mbps,144.83,0,20,8
7,ErpOfdmRate54Mbps,144.829,5,20,8
7,ErpOfdmRate54Mbps,144.827,10,20,8
7,ErpOfdmRate54Mbps,144.825,15,20,8
7,ErpOfdmRate54Mbps,144.823,20,20,8
7,ErpOfdmRate54Mbps,144.818,25,20,8
7,ErpOfdmRate54Mbps,144.817,30,20,8
7,ErpOfdmRate54Mbps,144.814,35,20,8
7,ErpOfdmRate54Mbps,143.784,40,20,8
7,ErpOfdmRate54Mbps,0.0147328,45,20,8
7,ErpOfdmRate54Mbps,0.0147328,50,20,8
7,ErpOfdmRate54Mbps,0.0147328,55,20,8
7,ErpOfdmRate54Mbps,0.0147328,60,20,8
7,ErpOfdmRate54Mbps,0.0147328,65,20,8
7,ErpOfdmRate54Mbps,0.0147328,70,20,8
7,ErpOfdmRate54Mbps,0.0147328,75,20,8
7,ErpOfdmRate54Mbps,0.0147328,80,20,8
7,ErpOfdmRate54Mbps,0.0147328,85,20,8
7,ErpOfdmRate54Mbps,0,90,20,8
7,ErpOfdmRate54Mbps,0,95,20,8
7,ErpOfdmRate54Mbps,0,100,20,8
8,ErpOfdmRate54Mbps,171.555,0,20,8
8,ErpOfdmRate54Mbps,171.553,5,20,8
8,ErpOfdmRate54Mbps,171.553,10,20,8
8,ErpOfdmRate54Mbps,171.551,15,20,8
8,ErpOfdmRate54Mbps,171.55,20,20,8
8,ErpOfdmRate54Mbps,171.55,25,20,8
8,ErpOfdmRate54Mbps,168.763,30,20,8
8,ErpOfdmRate54Mbps,0.0147328,35,20,8
8,ErpOfdmRate54Mbps,0.0147328,40,20,8
8,ErpOfdmRate54Mbps,0.0147328,45,20,8
8,ErpOfdmRate54Mbps,0.0147328,50,20,8
8,ErpOfdmRate54Mbps,0.0147328,55,20,8
8,ErpOfdmRate54Mbps,0.0147328,60,20,8
8,ErpOfdmRate54Mbps,0.0147328,65,20,8
8,ErpOfdmRate54Mbps,0.0147328,70,20,8
8,ErpOfdmRate54Mbps,0.0147328,75,20,8
8,ErpOfdmRate54Mbps,0.0147328,80,20,8
8,ErpOfdmRate54Mbps,0.0147328,85,20,8
8,ErpOfdmRate54Mbps,0,90,20,8
8,ErpOfdmRate54Mbps,0,95,20,8
8,ErpOfdmRate54Mbps,0,100,20,8
9,ErpOfdmRate54Mbps,188.487,0,20,8
9,ErpOfdmRate54Mbps,188.486,5,20,8
9,ErpOfdmRate54Mbps,188.484,10,20,8
9,ErpOfdmRate54Mbps,188.479,15,20,8
9,ErpOfdmRate54Mbps,188.471,20,20,8
9,ErpOfdmRate54Mbps,188.363,25,20,8
9,ErpOfdmRate54Mbps,123.724,30,20,8
9,ErpOfdmRate54Mbps,0.0147328,35,20,8
9,ErpOfdmRate54Mbps,0.0147328,40,20,8
9,ErpOfdmRate54Mbps,0.0147328,45,20,8
9,ErpOfdmRate54Mbps,0.0147328,50,20,8
9,ErpOfdmRate54Mbps,0.0147328,55,20,8
9,ErpOfdmRate54Mbps,0.0147328,60,20,8
9,ErpOfdmRate54Mbps,0.0147328,65,20,8
9,ErpOfdmRate54Mbps,0.0147328,70,20,8
9,ErpOfdmRate54Mbps,0.0147328,75,20,8
9,ErpOfdmRate54Mbps,0.0147328,80,20,8
9,ErpOfdmRate54Mbps,0.0147328,85,20,8
9,ErpOfdmRate54Mbps,0,90,20,8
9,ErpOfdmRate54Mbps,0,95,20,8
9,ErpOfdmRate54Mbps,0,100,20,8
10,ErpOfdmRate54Mbps,210.387,0,20,8
10,ErpOfdmRate54Mbps,210.387,5,20,8
10,ErpOfdmRate54Mbps,210.386,10,20,8
10,ErpOfdmRate54Mbps,208.371,15,20,8
10,ErpOfdmRate54Mbps,0.0147328,20,20,8
10,ErpOfdmRate54Mbps,0.0147328,25,20,8
10,ErpOfdmRate54Mbps,0.0147328,30,20,8
10,ErpOfdmRate54Mbps,0.0147328,35,20,8
10,ErpOfdmRate54Mbps,0.0147328,40,20,8
10,ErpOfdmRate54Mbps,0.0147328,45,20,8
10,ErpOfdmRate54Mbps,0.0147328,50,20,8
10,ErpOfdmRate54Mbps,0.0147328,55,20,8
10,ErpOfdmRate54Mbps,0.0147328,60,20,8
10,ErpOfdmRate54Mbps,0.0147328,65,20,8
10,ErpOfdmRate54Mbps,0.0147328,70,20,8
10,ErpOfdmRate54Mbps,0.0147328,75,20,8
10,ErpOfdmRate54Mbps,0.0147328,80,20,8
10,ErpOfdmRate54Mbps,0.0147328,85,20,8
10,ErpOfdmRate54Mbps,0,90,20,8
10,ErpOfdmRate54Mbps,0,95,20,8
10,ErpOfdmRate54Mbps,0,100,20,8
11,ErpOfdmRate54Mbps,230.099,0,20,8
11,ErpOfdmRate54Mbps,230.093,5,20,8
11,ErpOfdmRate54Mbps,230.088,10,20,8
11,ErpOfdmRate54Mbps,28.6183,15,20,8
11,ErpOfdmRate54Mbps,0.0147328,20,20,8
11,ErpOfdmRate54Mbps,0.0147328,25,20,8
11,ErpOfdmRate54Mbps,0.0147328,30,20,8
11,ErpOfdmRate54Mbps,0.0147328,35,20,8
11,ErpOfdmRate54Mbps,0.0147328,40,20,8
11,ErpOfdmRate54Mbps,0.0147328,45,20,8
11,ErpOfdmRate54Mbps,0.0147328,50,20,8
11,ErpOfdmRate54Mbps,0.0147328,55,20,8
11,ErpOfdmRate54Mbps,0.0147328,60,20,8
11,ErpOfdmRate54Mbps,0.0147328,65,20,8
11,ErpOfdmRate54Mbps,0.0147328,70,20,8
11,ErpOfdmRate54Mbps,0.0147328,75,20,8
11,ErpOfdmRate54Mbps,0.0147328,80,20,8
11,ErpOfdmRate54Mbps,0.0147328,85,20,8
11,ErpOfdmRate54Mbps,0,90,20,8
11,ErpOfdmRate54Mbps,0,95,20,8
11,ErpOfdmRate54Mbps,0,100,20,8
